Ano,Município,Parcela_das_moradias_sem_banheiro_de_uso_exclusivo,Parcela_da_população_que_não_recebe_água_com_regularidade_adequada,Parcela_da_população_total_que_mora_em_domicílios_sem_acesso_à_água_tratada,Volume_de_água_consumida_per_capita,Volume_de_esgoto_coletado,Volume_de_esgoto_tratado,Volume_de_esgoto_não_tratado,Tarifa_média_de_água,Tarifa_média_de_coleta_de_esgoto,Tarifa_média_ponderada_dos_serviços_de_saneamento,Custo_total_dos_operadores_com_os_serviços_de_saneamento,Custo_total_dos_operadores_com_produtos_químicos,Custo_total_dos_operadores_com_energia_elétrica,Internações_por_doenças_associadas_à_falta_de_saneamento,Taxa_de_incidência_de_internações_por_doenças_associadas_à_falta_de_saneamento,Atraso_escolar_das_pessoas_que_moram_em_residências_com_saneamento_básico,Atraso_escolar_das_pessoas_que_moram_em_residências_sem_saneamento,Investimentos_per_capita_em_saneamento,Renda_induzida_gerada_pelas_operação_de_saneamento,Renda_total_gerada_pelas_operação_de_saneamento,Redução_dos_custos_com_a_saúde
2013,Breves (Município),0.588,-,0.733,-,0,0,1,-,-,-,1299992.0,280759.0,334380.0,450,46.66,3.14,4.45,1.95,-,-,-
2012,Breves (Município),0.61,-,0.728,1.91,0,0,66,4.25,0,4.25,2398846.0,277792.0,271081.0,338,35.66,3.54,5.06,0.0,12429.34,41548.1,-
2011,Breves (Município),0.632,-,0.731,22.28,0,0,763,1.66,0,1.66,3479768.0,129981.0,527101.0,376,40.07,3.99,5.75,0.93,798850.56,2670351.79,-
2010,Breves (Município),0.654,-,0.665,22.57,0,0,764.86,1.61,0,1.61,3058382.0,102447.08,460093.81,388,41.78,5.06,6.54,13.14,842135.06,2815040.74,-
2019,Batatais (Município),0.0,-,0.116,363.79,6640,5046,3254,1.33,0.74,1.1,16402326.23,487144.19,5972526.52,87,13.92,0.65,0.76,10.4,5516928.84,18441673.07,-
2018,Batatais (Município),0.0,-,0.116,280.49,4959,4959,1391,1.38,0.46,0.97,11422298.54,187350,6600000,120,19.35,0.65,0.76,3.47,4456099.85,14895594.81,-
2017,Batatais (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,98,15.94,0.78,0.9,-,-,-,-
2016,Batatais (Município),0.0,-,0.116,283.49,4880,4880,1436,1.36,0.46,0.97,10049632.23,184362,4566481.53,159,26.05,0.93,1.07,33.58,4695817.85,15696910.4,-
2015,Batatais (Município),0.0,-,0.129,285.6,4880,4880,1436,1.18,0.29,0.79,9137163.19,334168.11,5559079.75,135,22.28,1.12,1.27,35.16,4148429.84,13867133.14,-
2014,Batatais (Município),0.0,-,0.123,277.54,4730,4730,1361,1.09,0.26,0.73,7164120.2,153189.2,2953339.15,145,24.12,1.34,1.51,64.91,3997708.95,13363312.02,-
2013,Batatais (Município),0.0,-,0.116,270.97,4720,4720,1180,0.9,0.25,0.61,9165959.32,192389.8,3859244.65,90,15.09,1.6,1.79,0.19,3513816.16,11745782.99,-
2012,Batatais (Município),0.0,-,0.128,282.17,4720,4720,1180,0.81,0.22,0.55,5609536.43,213152.01,1219330.37,142,24.79,1.92,2.13,33.91,3413380.71,11410053.13,-
2011,Batatais (Município),0.001,-,0.122,284.14,4720,0,5900,0.82,0.23,0.56,6170959.14,240565.25,1917902.76,166,29.18,2.29,2.53,88.48,3734643.46,12483951.79,-
2010,Batatais (Município),0.002,-,0.116,286.22,4720,0,5900,0.63,0.38,0.52,5477268.4,240565.84,2878325.25,180,31.87,2.74,3.0,230.95,3799860.81,12701956.63,-
2019,Santa Rita (Município),0.0,-,0.125,108.45,240.94,240.94,5165.47,3.6,5.11,3.66,15685008.86,1072454.8,1276506.93,76,5.56,1.31,1.87,36.31,10555135.51,35283101.14,-
2018,Santa Rita (Município),0.0,-,0.117,89.35,246.6,246.6,4182.51,4.27,5.85,4.34,12963250.32,497257.71,2685625.8,66,4.86,1.32,1.88,22.55,10278196.76,34357366.17,-
2017,Santa Rita (Município),0.0,-,0.126,90.5,236.69,0.0,4520.43,4.13,4.86,4.17,15153810.37,516241.62,2073573.97,97,7.09,1.53,2.17,25.78,9938301.74,33221184.63,-
2016,Santa Rita (Município),0.006,-,0.134,98.01,249.75,0.0,4862.31,3.74,4.32,3.77,17411668.55,344459.0,1813218.96,222,16.33,1.77,2.51,5.27,9020530.13,30153310.35,-
2015,Santa Rita (Município),0.016,-,0.125,92.07,353.39,0.0,4534.72,3.06,0.78,2.93,13306709.04,276537.61,1654805.34,192,14.23,2.06,2.91,15.47,7810804.59,26109509.25,-
2014,Santa Rita (Município),0.027,-,0.176,92.83,353.59,0.0,4538.0,2.91,3.14,2.92,11294616.55,150860.55,1159401.95,183,13.66,2.38,3.36,23.19,7625945.43,25491572.68,-
2013,Santa Rita (Município),0.037,-,0.256,89.8,349.05,0.0,4354.87,2.67,3.08,2.69,8746941.05,180301.76,725428.96,209,15.73,2.76,3.88,59.09,6987725.3,23358167.06,-
2012,Santa Rita (Município),0.047,-,0.365,92.8,354.19,0.0,4132.12,2.33,3.01,2.37,9206145.05,165362.36,1233944.34,212,17.38,3.2,4.49,13.43,6615174.91,22112826.98,-
2011,Santa Rita (Município),0.058,-,0.274,67.48,349.05,0.0,2984.45,2.36,2.91,2.4,9390222.5,193619.68,1573786.85,372,30.7,3.71,5.18,18.69,6475574.84,21646179.91,-
2010,Santa Rita (Município),0.068,-,0.307,64.48,291.04,145.52,2685.89,2.14,2.14,2.14,8334316.36,165092.29,1262681.4,443,36.82,4.3,5.99,0.0,5896999.71,19712152.14,-
2019,Januária (Município),0.11,-,0.445,80.4,371.36,371.36,1616.72,4.95,5.26,5.01,15113612.85,194955.22,930163.69,64,9.45,0.79,2.07,54.48,5038546.43,16842563.82,-
2018,Januária (Município),0.112,-,0.45,77.0,345.23,345.23,1555.38,4.56,4.86,4.62,11051322.02,227575.53,707980.65,15,2.22,0.79,2.06,17.08,4476905.95,14965144.24,-
2017,Januária (Município),0.114,-,0.455,76.91,349.04,349.04,1576.24,3.72,3.82,3.74,9914185.98,185019.94,631117.38,9,1.31,0.93,2.37,16.47,3782387.77,12643548.73,-
2016,Januária (Município),0.116,-,0.469,73.08,338.0,338.0,1487.1,3.96,3.95,3.96,10950962.86,183679.15,736685.38,3,0.44,1.1,2.73,17.17,4134466.33,13820456.74,-
2015,Januária (Município),0.119,-,0.504,71.59,328.51,328.51,1454.92,3.3,3.36,3.31,9398078.14,153138.67,834633.47,8,1.17,1.29,3.15,6.46,3905763.63,13055962.47,-
2014,Januária (Município),0.121,-,0.369,74.16,327.68,327.68,1514.67,3.0,3.09,3.02,8309602.28,117091.04,514856.6,6,0.88,1.52,3.63,1.38,3890865.31,13006161.22,-
2013,Januária (Município),0.123,-,0.369,73.54,254.02,217.21,1604.75,2.92,3.12,2.95,7610229.38,123059.05,444875.4,16,2.36,1.8,4.18,1.98,3872966.43,12946329.87,-
2012,Januária (Município),0.126,-,0.369,73.82,231.47,186.11,1585.3,2.8,2.85,2.81,7846214.12,102239.56,464137.87,11,1.67,2.12,4.81,1.22,3784175.11,12649523.36,-
2011,Januária (Município),0.128,-,0.369,68.59,207.28,207.28,1435.17,2.74,2.46,2.69,6112757.93,124986.56,379360.02,13,1.98,2.49,5.55,46.35,3635448.86,12152369.77,-
2010,Januária (Município),0.13,-,0.372,68.46,198.95,0.62,1635.21,2.66,2.11,2.57,6267751.68,79010.67,375291.12,28,4.28,2.94,6.39,34.99,3702002.94,12374842.95,-
2019,São Miguel dos Campos (Município),0.0,-,0.037,93.44,1652.6,315.46,1773.54,3.5,0.61,2.05,7634237.68,226337.12,1273132.47,62,10.12,1.85,2.62,2.23,3408926.24,11395162.97,-
2018,São Miguel dos Campos (Município),0.0,-,0.163,92.39,1652.1,607.91,1441.49,3.62,0.58,2.1,7926345.33,116789.0,967275.04,47,7.73,1.77,2.51,4.38,3491736.15,11671975.19,-
2017,São Miguel dos Campos (Município),0.0,-,0.189,89.57,1596.44,587.43,1433.84,3.7,0.53,2.13,6852297.91,117103.8,874387.59,64,10.35,2.05,2.88,4.03,3566800.84,11922897.13,-
2016,São Miguel dos Campos (Município),0.0,-,0.181,90.44,1598.0,588.0,1432.32,3.19,0.72,2.18,7709517.54,82166.94,797719.45,177,28.92,2.37,3.31,4.29,3226981.3,10786967.86,-
2015,São Miguel dos Campos (Município),0.0,-,0.0,90.98,1608.0,592.0,1418.35,3.09,0.71,2.11,6778558.08,91333.64,686466.14,176,29.07,2.74,3.8,3.16,3377272.26,11289351.86,-
2014,São Miguel dos Campos (Município),0.0,-,0.0,92.22,1510.0,393.0,1620.91,2.59,2.29,2.55,5957146.5,43424.56,422851.17,213,35.6,3.17,4.36,3.63,3041788.8,10167916.99,-
2013,São Miguel dos Campos (Município),0.0,-,0.037,92.03,1510.0,393.0,1591.43,2.16,2.05,2.15,5375119.96,52071.7,566374.07,149,25.22,3.67,5.01,4.64,2730066.53,9125909.71,-
2012,São Miguel dos Campos (Município),0.009,-,0.051,94.36,1500.0,310.0,1629.66,2.09,2.08,2.09,4807305.8,29657.0,386489.84,186,33.03,4.24,5.75,2.6,2722045.7,9099098.14,-
2011,São Miguel dos Campos (Município),0.025,-,0.037,93.36,1500.0,310.0,1579.98,2.12,2.01,2.1,4598363.89,91166.0,500145.63,188,33.9,4.9,6.61,19.31,2892834.91,9670002.48,-
2010,São Miguel dos Campos (Município),0.042,-,0.037,81.51,0.0,0.0,1623.72,1.71,0.0,0.0,3904005.21,42820.0,464330.72,183,33.53,5.67,7.59,1.88,2910959.09,9730586.96,-
2019,Guarulhos (Município),0.008,-,0.038,121.88,42564.47,42564.47,18788.28,3.59,2.35,3.01,407483908.28,5961004.51,43015328.56,322,2.33,1.12,1.48,38.81,164965822.03,551438281.19,-
2018,Guarulhos (Município),0.009,-,0.001,160.31,66039.3,5900.41,73619.05,3.11,2.77,2.94,183768512.22,1166585.45,19800000.0,294,2.15,1.11,1.46,22.71,174256976.41,582496218.78,-
2017,Guarulhos (Município),0.01,-,0.001,157.66,60905.49,2501.86,74782.42,2.89,2.54,2.71,365687483.08,1375492.41,17160000.0,254,1.88,1.32,1.74,16.95,175999046.29,588319509.98,-
2016,Guarulhos (Município),0.01,-,0.002,180.05,43263.71,1851.84,85703.99,2.73,2.3,2.51,408084946.08,1255994.34,16158528.81,282,2.11,1.57,2.07,17.59,151112612.52,505130567.58,-
2015,Guarulhos (Município),0.011,-,0.002,135.8,40232.26,2494.4,62772.69,2.45,2.08,2.26,326253713.6,1777712.0,16397795.5,412,3.11,1.88,2.46,16.19,139856600.53,467504616.77,-
2014,Guarulhos (Município),0.012,-,0.006,168.09,55363.37,19377.18,60706.58,2.12,1.78,1.96,223905147.8,1313724.79,10195546.48,406,3.09,2.24,2.92,55.96,141067727.23,471553101.61,-
2013,Guarulhos (Município),0.013,-,0.017,173.65,58798.55,20579.49,61229.32,2.28,1.93,2.11,268039875.91,1272534.47,11837125.71,363,2.79,2.67,3.47,98.31,163836233.26,547662356.69,-
2012,Guarulhos (Município),0.014,-,0.005,177.37,57527.82,20134.74,59843.24,2.23,1.9,2.07,253989047.39,1044846.4,13057905.35,270,2.17,3.18,4.12,89.24,160965024.17,538064643.74,-
2011,Guarulhos (Município),0.014,-,0.043,152.98,56525.9,19784.07,48422.91,2.15,1.88,2.02,236648959.4,1055390.19,12469297.06,356,2.89,3.8,4.9,102.08,160755207.47,537363280.53,-
2010,Guarulhos (Município),0.015,-,0.053,150.36,53649.73,2011.86,64093.1,2.05,1.76,1.9,217558121.3,511727.75,11184489.92,440,3.6,4.53,5.82,314.97,156726780.18,523897285.01,-
2019,Lucas do Rio Verde (Município),0.0,-,0.0,210.67,1346.2,1346.2,3693.01,2.68,2.2,2.58,8293761.65,241175.0,2482047.46,55,8.39,1.45,1.5,23.78,8538883.33,28543289.1,-
2018,Lucas do Rio Verde (Município),0.0,-,0.0,186.14,1223.8,1223.8,3084.3,2.78,2.28,2.67,7421703.8,151969.3,2215358.27,53,8.36,1.39,1.44,17.71,5984977.61,20006239.64,-
2017,Lucas do Rio Verde (Município),0.0,-,0.131,150.01,1023.93,1023.93,2344.28,3.36,2.67,3.2,6140501.1,132700.0,1877902.21,46,7.48,1.62,1.72,31.21,5875781.3,19641224.46,-
2016,Lucas do Rio Verde (Município),0.0,-,0.093,149.91,1016.0,1016.0,2236.19,3.07,2.28,2.88,5275361.29,122500.0,1736478.99,92,15.48,1.89,2.05,43.8,5341542.87,17855402.9,-
2015,Lucas do Rio Verde (Município),0.001,-,0.068,162.61,860.0,860.0,2540.0,2.6,1.98,2.47,4858160.7,72510.0,1619737.54,86,15.01,2.21,2.43,3.34,4954958.93,16563152.3,-
2014,Lucas do Rio Verde (Município),0.006,-,0.068,169.08,817.0,817.0,2583.0,2.56,1.62,2.38,5915661.0,60000.0,1147746.22,41,7.44,2.59,2.89,7.77,5066708.94,16936703.84,-
2013,Lucas do Rio Verde (Município),0.011,-,0.063,129.92,545.39,545.39,1960.51,2.47,1.48,2.29,5902963.42,53492.0,1118066.31,50,9.46,3.03,3.44,3.93,3806093.73,12722791.66,-
2012,Lucas do Rio Verde (Município),0.016,-,0.0,141.37,528.7,528.7,2026.43,1.86,1.12,1.74,4731971.2,23370.0,1098502.73,52,10.5,3.55,4.09,3.71,3129973.32,10462695.15,-
2011,Lucas do Rio Verde (Município),0.021,-,0.051,160.11,473.62,473.62,2306.38,1.5,0.99,1.42,4019391.14,36489.0,967824.87,37,7.78,4.16,4.86,18.63,2929509.07,9792594.77,-
2010,Lucas do Rio Verde (Município),0.026,-,0.057,166.29,551.06,551.06,2213.94,1.29,0.67,1.19,2538891.4,31125.0,798310.46,163,35.78,4.87,5.78,32.17,2688448.38,8986790.94,-
2019,Paraíso do Tocantins (Município),0.0,-,0.028,120.33,284.2,284.2,1966.78,5.53,4.8,5.39,22084197.44,639563.94,1430083.4,57,11.12,1.16,1.49,116.58,7845289.33,26224782.88,-
2018,Paraíso do Tocantins (Município),0.0,-,0.03,114.91,286.74,286.74,1835.55,5.41,4.4,5.23,10353659.44,563346.28,1321859.57,26,5.14,1.26,1.61,95.22,7019461.98,23464254.59,-
2017,Paraíso do Tocantins (Município),0.0,-,0.038,119.98,185.43,185.43,2018.75,5.05,3.97,4.87,11779476.12,466117.42,1172710.27,22,4.37,1.47,1.88,134.43,6646349.11,22217034.33,-
2016,Paraíso do Tocantins (Município),0.0,-,0.013,123.02,156.57,156.57,2076.34,4.55,4.71,4.57,14214859.17,229385.74,1197666.34,23,4.63,1.72,2.19,171.5,6299634.61,21058056.97,-
2015,Paraíso do Tocantins (Município),0.0,-,0.0,125.56,139.42,139.42,2109.77,3.9,3.48,3.86,12664576.56,340564.82,1580373.71,22,4.48,2.01,2.55,365.54,5482006.69,18324937.29,-
2014,Paraíso do Tocantins (Município),0.0,-,0.04,175.05,113.67,113.67,2979.41,2.03,2.99,2.09,9046400.74,218059.64,803772.83,78,16.11,2.36,2.97,296.3,5063531.51,16926082.48,-
2013,Paraíso do Tocantins (Município),0.0,-,0.061,123.32,101.81,101.81,2046.25,3.19,2.57,3.14,8327963.89,256870.45,800236.2,71,14.88,2.76,3.45,215.13,4665723.05,15596311.22,-
2012,Paraíso do Tocantins (Município),0.0,-,0.092,122.95,114.0,114.0,1935.47,2.94,2.35,2.89,4108528.93,59466.55,966388.8,150,32.85,3.17,4.02,133.15,4331072.39,14477660.18,-
2011,Paraíso do Tocantins (Município),0.014,-,0.08,117.92,89.42,89.42,1849.81,2.79,2.27,2.75,6382487.89,148907.13,950324.29,98,21.75,3.63,4.68,37.35,4250005.63,14206674.88,-
2010,Paraíso do Tocantins (Município),0.029,-,0.067,120.19,106.05,106.05,1842.56,2.71,2.2,2.67,7151117.2,169711.0,901360.78,110,24.77,4.14,5.45,39.24,4382207.34,14648591.16,-
2019,Santo Antônio da Patrulha (Município),0.011,-,0.389,81.8,-,-,-,8.76,-,8.76,11294632.8,137002.21,1146404.83,14,3.26,1.27,1.69,251.7,4764389.71,15926128.45,-
2018,Santo Antônio da Patrulha (Município),0.013,-,0.398,80.95,0,0,1260.15,8.33,-,8.33,10375246.52,108684.78,1079718.72,13,3.05,1.32,1.75,187.93,4236139.15,14160322.8,-
2017,Santo Antônio da Patrulha (Município),0.015,-,0.403,80.58,0,0,1245.13,7.94,0,7.94,9593871.01,121285.82,862680.03,11,2.6,1.54,1.96,151.85,4120351.89,13773275.78,-
2016,Santo Antônio da Patrulha (Município),0.018,-,0.424,79.9,0,0,1229.47,7.55,0,7.55,9017549.28,102181.66,1054259.05,7,1.66,1.8,2.19,383.98,4014365.51,13418990.6,-
2015,Santo Antônio da Patrulha (Município),0.02,-,0.428,87.26,0,0,1336.95,6.85,0,6.85,9301813.97,63128.04,1016910.53,12,2.86,2.1,2.45,260.44,3839123.09,12833200.32,-
2014,Santo Antônio da Patrulha (Município),0.022,-,0.458,90.42,0,0,1379,6.25,0,6.25,7695242.7,68748.39,601163.9,15,3.59,2.45,2.74,16.81,3911435.55,13074922.24,-
2013,Santo Antônio da Patrulha (Município),0.024,-,0.473,75.7,0,0,1148.84,5.88,0,5.88,7948194.9,23683.03,475357.35,32,7.7,2.86,3.07,44.33,3675910.24,12287621.76,-
2012,Santo Antônio da Patrulha (Município),0.027,-,0.471,78.32,0,0,1145.92,5.48,0,5.48,7740892.46,44435.85,559823.91,32,7.98,3.34,3.57,70.96,3675548.19,12286411.5,-
2011,Santo Antônio da Patrulha (Município),0.029,-,0.283,84.54,0,0,1230.91,5.17,0,5.17,6753116.13,33007.45,486570.28,7,1.75,3.9,4.19,53.11,3603720.44,12046309.85,-
2010,Santo Antônio da Patrulha (Município),0.031,-,0.517,72.48,0,0,1049.84,4.85,0,4.85,11130609.29,43186.85,437810.52,9,2.27,4.55,4.92,240.35,3481319.6,11637155.35,-
2019,Goianápolis (Município),0.0,-,0.073,124.32,-,-,-,6.28,-,6.28,3348595.53,8133.15,441094.68,21,18.7,1.19,1.74,0.36,1284792.94,4294732.08,-
2018,Goianápolis (Município),0.0,-,0.094,119.15,0,0,488.77,6.01,-,6.01,2186734.56,10566.51,335267.61,9,8.01,1.18,1.73,36.92,1197859.07,4004134.56,-
2017,Goianápolis (Município),0.0,-,0.094,119.61,0,0,500.79,5.78,0,5.78,2250991.39,10047.31,311310.85,24,20.92,1.39,2.01,4.03,1204605.44,4026685.93,-
2016,Goianápolis (Município),0.0,-,0.094,115.08,0,0,481.35,5.41,0,5.41,2295491.99,18838.8,319018.43,67,58.46,1.64,2.34,2.42,1124058.72,3757438.98,-
2015,Goianápolis (Município),0.0,-,0.094,117.35,0,0,472.19,4.33,0,4.33,2051472.35,8275.88,285275.89,85,77.1,1.93,2.73,7.04,956246.09,3196484.54,-
2014,Goianápolis (Município),0.0,-,0.094,116.31,0,0,467.52,3.65,0,3.65,2112499.21,10438.33,161557.13,117,106.24,2.27,3.19,27.71,859022.41,2871490.8,-
2013,Goianápolis (Município),0.003,-,0.094,106.23,0,0,426.57,3.42,0,3.42,1396039.92,8355.96,142971.41,146,132.72,2.68,3.72,2.74,791812.3,2646824.72,-
2012,Goianápolis (Município),0.006,-,0.094,102.26,0,0,399.35,3.08,0,3.08,1347574.67,7657.83,141232.16,151,141.13,3.16,4.34,7.26,718747.05,2402586.39,-
2011,Goianápolis (Município),0.009,-,0.111,95.82,0,0,374.12,2.91,0,2.91,1269287.29,6701.12,118532.58,238,222.49,3.72,5.06,6.32,685119.14,2290176.93,-
2010,Goianápolis (Município),0.012,-,0.131,88.3,0,0,344.71,2.73,0,2.73,1275221.84,6229.44,126864.18,201,187.94,4.38,5.91,4.87,643118.01,2149777.97,-
2019,Benevides (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,46,7.33,-,1.86,0,-,-,-
2018,Benevides (Município),0.0,-,0,82.25,0,0,1852,-,-,-,1120000,-,700000,61,9.89,-,1.85,24.73,-,-,-
2017,Benevides (Município),0.0,-,-,-,-,-,-,-,-,-,-,-,-,31,5.08,0,2.1,-,-,-,-
2016,Benevides (Município),0.018,-,-,-,-,-,-,-,-,-,-,-,-,37,6.18,0,2.38,-,-,-,-
2015,Benevides (Município),0.04,-,-,-,-,-,-,-,-,-,-,-,-,58,9.89,0,2.71,-,-,-,-
2014,Benevides (Município),0.062,-,-,-,-,-,-,-,-,-,-,-,-,51,8.89,0,3.08,-,-,-,-
2013,Benevides (Município),0.084,-,-,-,-,-,-,-,-,-,-,-,-,118,21.03,0,3.5,-,-,-,-
2012,Benevides (Município),0.106,-,0.523,23.38,0,0,461.6,0.21,0,0.21,600890,55400.85,261500.4,234,43.27,0,3.98,2.01,55851.05,186695.68,-
2011,Benevides (Município),0.128,-,-,-,-,-,-,-,-,-,-,-,-,244,46.14,0,4.53,-,-,-,-
2010,Benevides (Município),0.149,-,0.44,190.74,0,0,3596,0.03,0,0.03,585800.29,51249.56,258447.86,445,86.16,0,5.15,0.4,64824.64,216692.09,-
2019,Itaperuna (Município),0.0,-,0.129,149.53,-,-,-,6.64,-,6.18,14767485.83,201081.64,1330804.93,48,4.65,1.33,2.03,0.0,12482922.72,41727197.57,-
2018,Itaperuna (Município),0.0,-,0.211,163.41,1272,589,5532,4.56,-,4.56,14769022.05,212941.01,1057952.38,56,5.46,1.37,2.08,0.07,11315282.02,37824075.27,-
2017,Itaperuna (Município),0.0,-,0.122,166.25,1302,611,5457,3.92,0,3.92,25499765.14,445013.93,2088348.92,55,5.5,1.59,2.35,4.89,9964325.9,33308176.7,-
2016,Itaperuna (Município),0.0,-,0.078,170.02,1291,592,5583,3.57,0,3.57,21492028.09,577162.93,2189223.98,55,5.53,1.84,2.66,84.28,9563421.64,31968056.94,-
2015,Itaperuna (Município),0.0,-,0.073,175.75,1288,591,5761,3.32,0,3.32,19354337.03,489518.12,2015420.44,48,4.85,2.12,3.02,98.29,9893187.04,33070377.78,-
2014,Itaperuna (Município),0.0,-,0.093,176.67,1304,602,5751,3.51,0,3.51,19959987.64,378049.04,1163082.49,37,3.76,2.44,3.42,85.35,11238006.16,37565761.96,-
2013,Itaperuna (Município),0.001,-,0.088,177.43,1303,0,6347,2.94,0,2.94,20034602.56,366741.17,1169109.14,60,6.12,2.81,3.88,124.79,10164537.2,33977431.52,-
2012,Itaperuna (Município),0.002,-,0.098,177.96,1300,0,6315,3.34,0,3.34,24371293.62,309491.51,1222042.11,274,28.18,3.24,4.39,116.37,12350323.68,41283953.12,-
2011,Itaperuna (Município),0.003,-,0.092,175.69,1300,0,6191,3.0,0,3.0,31552346.99,304311.54,1640061.84,326,33.77,3.73,4.98,84.94,11711108.24,39147220.42,-
2010,Itaperuna (Município),0.005,-,0.089,179.78,1299.62,0,6289,2.95,0,2.95,27996374.01,277331.14,1573093.13,419,43.72,4.3,5.64,4.21,12621193.58,42189401.47,-
2019,Paracatu (Município),0.01,-,0.2,98.2,2380.75,2380.75,958.35,5.55,5.33,5.45,29115435.79,142141.62,5236259.27,33,3.54,1.24,1.65,76.04,13815481.65,46181599.07,-
2018,Paracatu (Município),0.012,-,0.198,96.29,2314.73,2036.59,1212.01,4.88,4.87,4.88,22800385.22,162871.5,4108645.85,15,1.62,1.23,1.64,36.08,12268270.72,41009671.19,-
2017,Paracatu (Município),0.015,-,0.2,97.43,2311.62,2044.57,1240.81,4.14,3.75,3.96,20571396.75,131050.53,2978671.01,22,2.38,1.44,1.88,272.33,10432105.42,34871843.22,-
2016,Paracatu (Município),0.017,-,0.209,104.3,2460.4,2392.68,1099.26,4.3,3.86,4.09,23928779.91,151983.18,3740011.79,31,3.38,1.69,2.16,17.11,12185138.88,40731782.84,-
2015,Paracatu (Município),0.019,-,0.212,103.36,2402.45,2325.96,1107.99,3.6,3.25,3.43,23241562.46,134852.84,3663202.41,22,2.42,1.99,2.49,4.18,11434358.85,38222118.45,-
2014,Paracatu (Município),0.022,-,0.129,108.07,2478.42,2478.42,1083.39,3.31,2.97,3.15,20309735.26,253149.61,2427049.39,27,2.99,2.35,2.87,7.58,11579588.83,38707584.9,-
2013,Paracatu (Município),0.024,-,0.129,108.17,2431.01,2387.75,1147.17,3.13,2.85,3.0,18848279.25,217351.15,2102819.47,20,2.23,2.77,3.3,2.97,11657507.08,38968045.55,-
2012,Paracatu (Município),0.026,-,0.129,109.33,2343.84,2109.53,1328.43,3.05,2.62,2.85,18474345.74,149031.48,2465841.04,29,3.37,3.26,3.81,6.89,11483980.88,38387992.14,-
2011,Paracatu (Município),0.028,-,0.129,104.3,2296.05,2296.05,956.82,3.07,2.17,2.64,15810832.05,81154.71,2200976.82,40,4.68,3.84,4.39,8.61,11005958.04,36790084.81,-
2010,Paracatu (Município),0.031,-,0.129,100.12,2176.38,2176.38,919.51,3.0,1.81,2.44,16341582.04,75494.13,1833343.3,86,10.15,4.52,5.12,19.15,10344456.53,34578855.55,-
2019,Cabo de Santo Agostinho (Município),0.0,-,0.121,302.02,888.04,888.04,21936.57,1.5,2.74,1.57,60514394.04,11356064.84,15851126.54,153,7.39,1.45,2.0,62.14,15973380.27,53394898.72,-
2018,Cabo de Santo Agostinho (Município),0.0,-,0.132,293.2,837.52,837.52,21113.38,1.36,2.57,1.42,43156155.26,3920233.2,12839701.14,162,7.9,1.43,1.98,25.91,13799117.65,46126898.44,-
2017,Cabo de Santo Agostinho (Município),0.0,-,0.148,283.24,811.35,811.35,20346.18,1.29,2.84,1.37,35629426.15,10848110.37,423119.25,127,6.21,1.66,2.3,44.82,13782245.57,46070499.43,-
2016,Cabo de Santo Agostinho (Município),0.0,-,0.21,283.42,751.92,751.92,20210.53,1.28,2.95,1.35,32446769.81,8127566.58,396760.85,132,6.51,1.93,2.67,48.21,13901095.49,46467784.1,-
2015,Cabo de Santo Agostinho (Município),0.0,-,0.165,300.11,376.42,376.42,21591.55,1.33,2.52,1.36,49575608.64,7530182.8,4363774.18,108,5.39,2.23,3.11,153.78,15588324.73,52107757.18,-
2014,Cabo de Santo Agostinho (Município),0.0,-,0.173,292.82,229.0,229.0,20973.78,2.4,2.16,2.4,48172966.99,7048993.87,4768023.84,107,5.39,2.59,3.62,109.5,28196651.7,94254148.87,-
2013,Cabo de Santo Agostinho (Município),0.008,-,0.188,238.87,235.58,235.58,16866.54,2.67,2.32,2.66,28852910.75,5215774.19,4059947.87,120,6.12,3.0,4.21,71.55,27592964.53,92236178.04,-
2012,Cabo de Santo Agostinho (Município),0.017,-,0.178,173.94,129.48,129.48,11883.85,3.05,0.77,3.02,59558547.8,4921203.56,1693575.28,150,7.93,3.48,4.89,61.52,24244168.93,81042016.34,-
2011,Cabo de Santo Agostinho (Município),0.026,-,0.236,162.97,216.96,216.96,10915.73,2.72,0.0,2.67,33992396.03,4800074.59,1809442.77,114,6.09,4.03,5.69,580.29,21881400.88,73143890.91,-
2010,Cabo de Santo Agostinho (Município),0.035,-,0.295,133.67,269.65,269.65,8757.33,2.69,1.12,2.65,17062603.0,2736675.13,434465.49,168,9.08,4.65,6.62,856.29,21061355.35,70402689.8,-
2019,Raposos (Município),0.0,-,0.164,122.67,492.22,492.22,240.01,4.89,1.7,3.44,7661212.17,91345.75,466842.83,8,4.89,1.11,0.82,23.15,1793264.13,5994420.4,-
2018,Raposos (Município),0.0,-,0.151,119.11,472.99,472.99,234.68,4.48,1.8,3.26,6825239.74,83912.52,465015.19,3,1.84,1.1,0.81,40.52,1652362.18,5523421.46,-
2017,Raposos (Município),0.0,-,0.154,117.94,466.95,177.29,528.24,3.54,1.66,2.69,5545515.49,67906.57,325323.36,3,1.83,1.27,0.96,218.18,1424214.22,4760781.55,-
2016,Raposos (Município),0.0,-,0.144,114.71,439.86,12.96,670.0,3.85,1.9,2.98,5691616.57,92193.95,433680.78,34,20.84,1.47,1.14,23.64,1647681.6,5507775.48,-
